1235,12,31,0,0,108,0,1,0,1,30,0,1
695,126,569,16,0,5048,1,1,2,1,109,1,1
448,4,63,0,1,860,0,0,0,1,36,4,1
1322,8,294,2,0,237,0,0,0,1,35,2,1
111,1461,1365,438,10,6894,0,1,0,1,55,6,1
485,630,205,95,0,47398,0,1,0,1,63,2,1
57,83,157,235,1,635,0,1,0,1,83,0,1
353,191,2007,140,1,1191,2157,0,1,1,118,4,1
643,269,337,1129,0,15350,0,1,1,1,77,3,1
571,832,524,1851,4,65813,0,1,1,1,93,0,1
1434,10,39,0,0,87,0,1,0,1,50,0,1
406,5001,5340,3762,23,11852,0,1,0,1,56,7,1
877,0,3,0,0,2566,0,0,0,1,29,0,1
188,1429,572,1,1,6860,0,1,0,1,53,0,1
421,280,424,4,0,1174,0,0,1,1,101,0,1
132,13,18,0,0,2298,75,0,1,1,102,3,1
165,954,552,184,1,33829,1,1,2,1,109,5,1
49,1,219,0,0,163,0,0,0,1,74,2,1
1137,1106,900,1203,0,23915,0,1,0,1,55,6,1
1933,0,189,0,0,95,3,1,1,1,42,2,1
485,1,851,0,0,560,0,0,0,2,51,23,1
307,0,0,0,0,984,0,0,0,1,48,0,1
586,272,92,299,0,561,0,1,0,1,93,4,1
1874,13275,20,0,287,19363,0,0,0,1,89,0,1
580,241,521,324,3,6619,0,0,0,1,56,0,1
396,8,71,2,0,3430,0,0,0,2,1,0,1
186,4038,4041,290,0,324,0,1,0,1,55,6,1
935,0,6,0,0,1176,0,0,0,1,32,0,1
225,534,143,40,0,44404,0,1,0,1,55,9,1
51,0,0,0,0,47,14011,0,1,1,69,0,1
970,30,67,4,0,939,0,0,0,1,44,0,1
44,110,670,0,0,933,603,0,1,1,38,0,1
133,348,32,3,0,3658,0,2,0,1,68,0,1
40,0,0,0,0,19,1303,0,1,1,72,0,1
432,2715,928,271,2,4402,766,0,1,1,118,7,1
699,0,0,0,0,13,0,0,0,2,65,4,1
175,0,1,0,0,399,0,0,0,2,65,21,1
444,4,10,1,0,78,0,1,0,1,46,0,1
539,1780,888,111,2,84953,0,1,0,1,55,6,1
723,597,284,176,0,5757,56995,0,1,1,106,0,1
649,0,238,0,0,1814,0,0,0,1,77,1,1
127,4,14,0,0,125,0,0,0,1,0,0,1
56,916,2003,324,0,3332,0,2,0,1,98,1,1
256,261,185,1867,1,4469,0,0,0,1,82,5,1
131,31,39,0,0,3439,196,0,1,1,102,3,1
561,6,43,0,0,599,0,0,0,1,44,1,1
33,0,0,0,0,59,0,1,0,1,25,0,1
16,210,247,6,0,506,0,0,0,1,37,0,1
1070,2,1,0,0,1280,0,0,0,1,29,0,1
160,418,795,9,0,190,0,0,0,1,68,0,1
46,1575,2002,7,0,10603,561,0,1,1,118,7,1
261,96,54,14,0,2061,0,1,0,1,107,4,1
159,424,864,10,1,166,0,0,0,1,64,0,1
767,0,304,3,0,58,5622,0,1,1,45,2,1
1377,96,511,111,0,240,0,0,1,1,31,0,1
648,0,238,0,0,320,0,0,0,1,36,0,1
314,507,333,343,0,13071,0,1,0,1,55,6,1
19,2,51,0,0,2,3,4,1,1,109,4,1
899,2302,282,50745,42,15241,0,0,0,1,102,9,1
76,81,1436,25,0,591,0,1,0,1,55,6,1
155,81,227,2,0,154,3200,0,1,1,77,4,1
761,147,308,64,2,1381,0,1,0,1,55,6,1
705,4488,3944,2067,75,37113,0,1,0,1,55,6,1
896,256,1885,0,4,772,0,0,0,1,40,0,1
912,1711,754,15892,58,14196,0,1,0,1,55,6,1
123,207,290,71,0,2283,0,1,0,2,57,3,1
1590,1,51,0,0,113,0,1,0,1,18,0,1
505,2352,1326,301,0,54114,0,1,1,1,91,1,1
315,1,16,0,0,712,0,0,0,2,83,20,1
848,1381,1458,0,1,7374,0,0,0,1,118,0,1
1703,77,154,10,2,2487,0,0,0,1,58,0,1
114,0,9,0,0,88,0,0,0,1,40,0,1
1627,2,58,0,0,140,0,1,0,1,29,0,1
70,58,22,4,0,473,496,3,1,1,118,1,1
339,758,659,58,1,976,575,0,1,1,118,7,1
803,185,488,3478,1,10191,0,1,0,1,55,6,1
610,151,123,0,0,550,0,0,0,1,39,0,1
141,71,58,0,0,452,2,0,1,1,49,0,1
101,476,1883,1,0,2786,443,0,1,1,48,0,1
29,0,11,2,0,56,0,0,0,1,28,0,1
1264,24,36,0,1,810,0,0,0,2,24,0,1
1250,2,320,0,0,55,0,0,0,2,63,0,1
0,1,16,2,0,11,303,6,1,1,118,0,1
169,10706,10599,41,2,17627,551,0,1,1,118,7,1
492,600,449,882,0,30720,0,1,0,1,55,6,1
457,0,1,0,0,754,0,0,0,1,34,0,1
36,0,0,0,0,84,1799,0,1,1,50,0,1
107,0,308,0,0,585,0,0,0,1,30,0,1
829,6,13,0,0,82,0,0,0,2,48,0,1
1370,5,250,0,0,1616,0,0,0,2,53,1,1
116,2,22,0,0,579,0,0,0,2,73,20,1
603,3,14,0,0,228,0,0,0,2,1,0,1
8,25,101,0,0,197,0,2,0,1,117,2,1
160,651,491,6,0,1714,51,0,1,1,118,7,1
409,282,300,811,0,7854,0,1,0,1,55,6,1
13,0,5,0,0,27,6777,0,1,1,75,0,1
161,3344,2932,20896,0,761,0,0,0,1,60,4,1
342,122,94,246,1,4468,0,4,0,1,89,0,1
666,571,301,44,0,9482,0,1,0,1,63,3,1
937,653,142,6,1,6233,114,1,1,1,98,2,1
71,405,1407,1,0,2001,2373,0,1,1,46,0,1
109,138,111,307,1,2586,0,2,0,1,94,0,1
591,2,18,0,0,4,0,0,0,2,47,0,1
1263,24,36,0,1,481,0,0,0,1,22,0,1
862,17933,19108,0,86,4992,0,0,0,1,18,0,1
980,1727,1279,134,2,94140,0,1,0,1,61,7,1
205,96,142,0,0,321,0,0,0,1,39,0,1
1024,3894,3968,603,4,11386,0,1,0,1,55,6,1
1188,6522,5645,56,31,47068,0,1,0,1,72,6,1
235,372,442,90,0,2426,433,0,1,1,118,7,1
50,155,719,0,0,1195,2746,0,1,1,42,0,1
236,1210,1332,7,0,3126,596,0,1,1,118,7,1
216,123,290,1,0,171,0,1,0,1,85,0,1
785,8,29,6,0,3134,0,0,0,2,1,0,1
953,28,679,0,0,60,0,0,0,2,59,2,1
704,1582,1493,75,0,9542,0,1,0,1,78,0,1
451,584,440,721,0,8805,0,1,0,1,59,5,1
183,910,578,90,5,11761,1,1,2,1,87,4,1
481,219,335,18,1,5812,3,1,4,1,113,4,1
1047,49,648,0,1,681,0,0,0,2,21,0,1
34,82,63,0,0,843,120,0,1,1,118,7,1
11,98,90,0,0,67,0,0,0,1,55,1,1
519,494,808,330,1,1394,0,1,0,1,56,7,1
516,328,320,77,0,7550,0,1,0,1,55,6,1
90,1613,990,0,0,7463,47,0,1,1,69,0,1
